"","GVKEY","fyear","ebit","leverage_ratio","cash_flow"
"1",1004,2011,142.36,0.36058794354117,10.835
"2",1013,2009,18.3,0.484965763620125,-107.1
"3",1013,2010,59.9,0.441573414716853,-18.2
"4",1045,2008,-573,0.435233366434955,43
"5",1045,2009,-745,0.459823885525592,-38
"6",1045,2010,308,0.443877551020408,15
"7",1045,2011,-286,0.344682992284468,115
"8",1045,2013,1935,0.397346137471025,660
"9",1045,2014,5073,0.409037947499486,-146
"10",1045,2015,7284,0.424682433130228,-604
"11",1045,2016,6007,0.474782540858915,-68
"12",1072,2008,109.52,0,-12.298
"13",1072,2009,169.071,0,-107.124
"14",1072,2010,333.499,0,-37.244
"15",1072,2011,275.551,0,16.605
"16",1072,2012,146.405,0,92.204
"17",1072,2013,159.164,0,-26.623
"18",1072,2014,212.749,0,-74.778
"19",1072,2015,169.302,0,71.796
"20",1072,2016,202.047,0,125.332
"21",1076,2010,194.761,0.0278215691391624,-37.663
"22",1076,2011,228.118,0.0886315814953067,104.235
"23",1076,2012,254.6,0.0780659363935377,-46.723
"24",1076,2013,221.959,0.0781008507116994,101.557
"25",1076,2014,176,0.246691283614263,-227.542
"26",1076,2015,244.117,0.229589582060082,11.393
"27",1076,2016,260.131,0.190320812192056,293.492
"28",1078,2007,5523.545,0.261529004285751,1734.934
"29",1078,2008,6477.095,0.251542084570941,1770.798
"30",1078,2009,6903.741,0.219655146421775,4578.469
"31",1078,2010,8038.781,0.245003898775065,-4540.075
"32",1078,2011,8996.448,0.216778227106032,3207.454
"33",1078,2012,9783.515,0.273579836699202,3949.206
"34",1078,2013,2674,0.0790864433217703,-7301
"35",1078,2014,2927,0.083900666262871,731
"36",1078,2015,3372,0.142410357116881,1136
"37",1078,2016,3622,0.392739148596818,14102
"38",1082,2010,-2.714,0.230059478420009,0.202
"39",1094,2009,11.343,0,14.187
"40",1094,2010,14.099,0.00237221318864271,-24.049
"41",1094,2011,17.61,0.176461906213402,-5.18800000000001
"42",1094,2012,27.011,0.152917000801925,-2.068
"43",1094,2013,37.66,0.099152830597038,7.974
"44",1094,2014,47.516,0.225437194433998,8.95600000000001
"45",1094,2015,53.827,0.22491393989881,-4.803
"46",1094,2016,56.954,0.219663151977336,32.792
"47",1094,2017,44.426,0.340657975216363,-11.649
"48",1121,2008,-11.474,0,-5.489
"49",1121,2009,6.401,0,-1.402
"50",1121,2010,12.546,0,12.226
"51",1121,2011,32.61,0,8.03399999999999
"52",1121,2012,41.846,0,10.173
"53",1121,2013,34.376,0,13.494
"54",1121,2014,6.953,0,19.451
"55",1121,2015,-2.359,0,11.693
"56",1121,2016,6.054,0,-4.535
"57",1161,2008,-968,0.649902280130293,-499
"58",1161,2009,-513,0.502313284864508,724
"59",1161,2010,492,0.441579371474617,-1051
"60",1161,2011,495,0.406943883730319,263
"61",1161,2012,31,0.5105,-320
"62",1161,2013,85,0.474521558681116,320
"63",1161,2014,149,0.587204672152907,-64
"64",1161,2015,-319,0.727565133483435,-20
"65",1166,2008,94.906,0.178202822499902,-23.864
"66",1166,2009,15.093,0.265634216355796,197.852
"67",1166,2010,450.934,0.151145987739384,48.1539999999999
"68",1166,2011,348.466,0.0977923283226518,88.228
"69",1166,2012,117.549,0.0126362435889461,-135.684
"70",1166,2013,60.196,0,36.004
"71",1177,2008,2483.7,0.101479673662924,-74.4999999999995
"72",1177,2009,2169.9,0.0944088777288952,24.1000000000004
"73",1177,2010,2856.1,0.116125322607143,664
"74",1177,2011,3461.7,0.103067646807331,-1187.9
"75",1177,2012,3034.3,0.156196604369254,1899.5
"76",1177,2014,4219.7,0.151329254842038,8.10000000000036
"77",1177,2015,4762.9,0.146525631690567,1103.9
"78",1177,2016,5229,0.298802533769126,15472
"79",1186,2008,58.72,0.065690607146155,-238.302
"80",1186,2009,130.003,0.176329891742088,87.313
"81",1186,2010,409.353,0.127012076138414,-61.7810000000001
"82",1186,2011,-716.404,0.190166304415622,85.5229999999999
"83",1186,2012,511.5,0.162688109726282,117.245
"84",1186,2013,-77.594,0.206453696939463,-157.448
"85",1186,2014,287.119,0.207282234233623,45.9409999999999
"86",1186,2015,168.035,0.172339215762556,-39.0409999999999
"87",1186,2016,355.692,0.170870620801972,415.513
"88",1209,2009,1154.2,0.31987627694929,384
"89",1209,2010,1443,0.284490481937524,-113.8
"90",1209,2011,1628,0.279881321418825,56.5
"91",1209,2012,1489.6,0.274970782325373,50.5
"92",1209,2013,1508.3,0.311690130587504,-15.3999999999999
"93",1209,2014,1603.7,0.275030794584653,-102.5
"94",1209,2015,1870.3,0.251443677923627,-107.3
"95",1209,2016,2140.4,0.292955531062901,1287.4
"96",1209,2017,1660.8,0.206788251602842,1929.4
"97",1210,2008,6.666,0.0164275246242459,6.801
"98",1210,2009,5.434,0.000675584380489123,2.925
"99",1210,2010,3.336,0.000233774582858479,-3.263
"100",1210,2013,2.609,0,-5.439
"101",1210,2014,2.548,0.115058910162003,10.406
"102",1210,2015,6.285,9.58680855143323e-05,-8.045
"103",1210,2016,-1.441,0.281824443253999,-2.566
"104",1230,2008,-130.4,0.380759368020515,78.8000000000001
"105",1230,2009,312,0.372156469408225,-118.9
"106",1230,2010,484.8,0.305824662121756,-74.6999999999999
"107",1230,2011,487.8,0.251568816169394,12.7
"108",1230,2012,532,0.187465940054496,20
"109",1230,2013,646,0.149194929770469,-42
"110",1230,2014,932,0.129914253357062,27
"111",1230,2015,1330,0.105005357416195,-34
"112",1230,2016,1466,0.2975306163421,255
"113",1234,2009,25.993,0,8.638
"114",1234,2010,30.977,0,-10.024
"115",1234,2011,38.168,0,13.92
"116",1234,2012,33.626,0,-16.591
"117",1234,2013,37.944,0,20.56
"118",1234,2014,40.817,0,-7.78400000000001
"119",1234,2015,42.51,0,7.571
"120",1234,2016,39.126,0,-8.32400000000001
"121",1239,2009,192.874,0.00038767302476101,29.848
"122",1239,2010,235.342,0.0800851845443292,-166.499
"123",1254,2012,104.2,0.271736353572341,-1.60000000000001
"124",1254,2013,102.3,0.22919170071297,94.6
"125",1254,2014,133.4,0.266514481381081,178.9
"126",1254,2015,212.1,0.257455982752425,-267.9
"127",1254,2016,140.4,0.366608781939965,-11.6
"128",1257,2010,123.563,0.742220568093849,-15.514
"129",1257,2014,96.689,0.72566637811829,-119.903
"130",1257,2015,95.205,0.727487346388471,31.534
"131",1257,2016,105.461,0.725149700598802,29.577
"132",1266,2009,-7.258,0.394176842210403,-35.576
"133",1266,2011,15.237,0.317482711694948,-9.59
"134",1274,2009,430.213,0,14.401
"135",1274,2011,249.363,0.0461609897610237,8.00800000000001
"136",1274,2016,688.904,0.0621507100913595,102.786
"137",1300,2008,4541,0.194082840236686,398
"138",1300,2009,3860,0.201755360515498,661
"139",1327,2009,87.685,0.0588293886489302,139.117
"140",1327,2010,198.704,0.0158198065025971,89.036
"141",1327,2011,309.001,0,-43.17
"142",1327,2012,278.86,0,-103.794
"143",1327,2013,353.6,0,204
"144",1327,2014,571.2,0,294.7
"145",1327,2015,1026.7,0,237.8
"146",1327,2016,1131,0,40.2
"147",1327,2017,1257.7,0,533
"148",1356,2008,2271,0.226455502088731,302
"149",1356,2009,-702,0.250649823248076,681
"150",1356,2010,1254,0.230906268292062,37
"151",1356,2011,1781,0.226445663010967,403
"152",1356,2012,839,0.218422559048259,-60
"153",1356,2013,1125,0.23115662246097,-391
"154",1380,2008,5053,0.138339920948617,301
"155",1380,2009,1927,0.151603597488546,454
"156",1380,2010,2921,0.157334162052209,246
"157",1380,2011,3439,0.154333605887163,-1257
"158",1380,2012,3475,0.169448217122074,291
"159",1380,2013,2861,0.135613042054545,1172
"160",1380,2014,2052,0.155192078386645,630
"161",1382,2008,-746,0.553922927640699,-914
"162",1382,2009,183,0.607190770056346,265
"163",1382,2010,785,0.562731807136462,560
"164",1382,2011,452,0.547810437912418,88
"165",1393,2008,137.692,0.40430339499403,35.402
"166",1393,2009,191.577,0.358179794357619,0.887
"167",1393,2010,354.637,0.334719936094311,131.107
"168",1393,2011,395.119,0.319337067857658,-25.102
"169",1393,2012,476.687,0.313165621459009,107.1
"170",1393,2013,596.657,0.323781650807854,31.545
"171",1393,2014,649.093,0.31880285353618,-42.5
"172",1393,2015,773.111,0.329879611936361,174.536
"173",1393,2016,681.578,0.346899373155401,99.3000000000001
"174",1408,2008,1050.3,0.388160669539113,-12.4
"175",1408,2009,718.9,0.356757150016976,220.8
"176",1408,2010,812.2,0.333562124762333,449.1
"177",1408,2011,600.9,0.253890920740009,-629.8
"178",1408,2012,631.9,0.288784170246269,140.3
"179",1408,2013,667.6,0.235826528591564,-87.3
"180",1410,2009,82.506,0.113400821613605,7.41200000000001
"181",1410,2010,118.882,0.090723007483841,5.29300000000001
"182",1410,2011,124.148,0.159608597157477,-12.979
"183",1410,2012,111.711,0.115019331272258,16.992
"184",1410,2013,124.776,0.148577128738847,-10.82
"185",1410,2014,137.2,0.145834283369055,4.10000000000001
"186",1410,2015,95.5,0.0734952088566378,18.8
"187",1410,2016,118.3,0.117613536735052,1.29999999999998
"188",1410,2017,101.1,0.309027959922363,7.80000000000005
"189",1414,2012,299.989,0.0362195255370131,-24.459
"190",1414,2015,324.488,0.0697132212708885,-34.644
"191",1414,2016,366.286,0.0765289240448178,59.11
"192",1439,2013,53.169,0,72.126
"193",1439,2014,78.796,0.429038272336401,-50.328
"194",1439,2015,79.531,0.380498635339714,-16.523
"195",1439,2016,70.029,0.357241112828439,1.03400000000001
"196",1447,2008,3691,0.476236178752161,5262
"197",1447,2009,2607,0.421781316485075,-5015
"198",1447,2010,6395,0.451680472246025,-25
"199",1447,2011,7594,0.388490710004761,8600
"200",1447,2012,8394,0.385092072613295,-2731
"201",1447,2013,8861,0.360749796251019,-2613
"202",1447,2014,8963,0.364260887601114,3034
"203",1447,2015,8968,0.298174756799682,750
"204",1447,2016,8074,0.295733606892689,2560
"205",1449,2008,1943,0.0216939153672587,-701
"206",1449,2011,3188,0.0280524670799816,77
"207",1449,2015,4381,0.0423598431054304,-308
"208",1449,2016,4472,0.0412882551860668,513
"209",1468,2008,42.566,0.272162272246664,-41.328
"210",1468,2009,154.892,0.215554397702482,70.935
"211",1468,2010,181.797,0.150388205130525,70.817
"212",1468,2011,168.981,0.145328319986783,-83.403
"213",1468,2012,126.119,0.180857399257198,-42.412
"214",1478,2008,6946.234,0.266609093025747,-339.774
"215",1487,2011,5828,0.13540240349927,-113
"216",1487,2014,10902,0.0605472273027904,-409
"217",1487,2016,2738,0.0620394007995761,187
"218",1491,2009,-1.404,0.365904750371084,3.599
"219",1491,2010,8.081,0.356777676846509,27.725
"220",1526,2008,-299.752,0.00608952210130026,-67.973
"221",1526,2010,202.623,0.00280856911529466,-60.0339999999999
"222",1526,2011,265.711,0.00261469235654221,0.66500000000002
"223",1526,2012,271.745,0.00707073513504998,200.894
"224",1526,2013,362.47,0.00488101054997789,-185.062
"225",1526,2014,328.746,0.00459310609070061,91.509
"226",1526,2015,268.688,0.00540852341448982,-19.218
"227",1526,2016,199.177,0.00554676430189235,-21.592
"228",1539,2009,34.7,0.0222802663357485,-3.783
"229",1545,2008,-2.05,0.746248547216219,-5.518
"230",1545,2015,22.982,0.717256982480257,2.93299999999998
"231",1554,2008,42.024,0.0355589350210782,53.001
"232",1554,2009,54.324,0.0279370224743458,-70.507
"233",1554,2010,64.444,0.0210236084783733,25.232
"234",1554,2011,31.949,0.0177119726655688,-35.775
"235",1554,2012,26.268,0.0156440420822245,16.049
"236",1554,2013,22.756,0.0109788295023558,21.725
"237",1554,2014,1.165,0,6.692
"238",1554,2015,-2.23,0,12.736
"239",1559,2012,2.885,0.589637630757061,-1.016
"240",1559,2013,3.034,0.575687881575646,0.333
"241",1559,2014,1.649,0.528136476720768,-0.842000000000001
"242",1559,2015,3.219,0.427209224969509,1.15
"243",1559,2016,4.993,0.446153338394006,0.662
"244",1562,2008,7.45,0,-21.607
"245",1562,2009,7.979,0,-15.899
"246",1562,2010,9.412,0,2.198
"247",1562,2011,16.168,0,15.183
"248",1562,2012,13.784,0,2.053
"249",1562,2013,14.594,0,14.639
"250",1562,2014,9.624,0,-11.148
"251",1562,2015,13.527,0,4.349
"252",1562,2016,7.905,0,16.997
"253",1585,2011,36.369,0.195720953821567,34.997
"254",1585,2012,59.134,0.131143564480232,2.894
"255",1585,2013,55.441,0.115646015246635,-32.284
"256",1593,2008,55.455,0.0726289441872888,-3.17099999999999
"257",1593,2009,45.476,0.0502249691495235,27.151
"258",1593,2010,26.173,0.0398531671547874,54.314
"259",1598,2008,472.677,0.363824486784996,-75.894
"260",1598,2009,366.05,0.320909036016897,155.808
"261",1598,2010,482.158,0.305980101678094,-81.181
"262",1598,2011,638.041,0.292609544182299,13.97
"263",1598,2012,745.872,0.219818822764147,-16.728
"264",1598,2013,815.079,0.195092738871795,130.042
"265",1598,2014,898.586,0.253221518329883,108.468
"266",1598,2015,944.321,0.244281292154135,30.019
"267",1598,2016,841.353,0.329766582721584,361.522
"268",1602,2008,5653,0.279230579260763,-250
"269",1602,2009,5537,0.2675061192561,1110
"270",1602,2010,5591,0.307271305707584,403
"271",1602,2011,5345,0.438460436659778,3659
"272",1602,2012,6124,0.488581531548123,-3689
"273",1602,2013,6290,0.485867674858223,548
"274",1602,2014,6864,0.445086872726746,-74
"275",1602,2015,8603,0.440874035989717,413
"276",1602,2016,9895,0.437881637595651,-903
"277",1611,2010,-13.231,0.430454862539575,-35.747
"278",1611,2011,-114.551,0.547280976223971,19.867
"279",1613,2008,64.567,0.0272219165979864,14.588
"280",1613,2009,49.536,0.0282117310443491,-16.682
"281",1613,2010,44.625,0.0252598379772394,3.88100000000001
"282",1613,2011,36.746,0.0250379962079032,-0.300000000000001
"283",1613,2012,15.808,0.0249653493479676,8.772
"284",1613,2013,12.684,0.0264804355913288,18.612
"285",1613,2014,5.063,0.0248150198822167,-0.0919999999999987
"286",1613,2015,-4.222,0.0262982163601735,-1.306
"287",1613,2016,-15.768,0.0901042430582676,-55.388
"288",1632,2009,338.473,0.111513870423647,43.416
"289",1632,2010,916.557,0.0925503906250902,432.712
"290",1632,2011,1074.647,0.16794946979092,335.403
"291",1632,2012,833.225,0.146182789069785,-874.775
"292",1632,2013,789.456,0.136677400399577,-138.138
"293",1632,2014,911.03,0.127234466863663,180.241
"294",1632,2015,1161.329,0.123663832885549,319.07
"295",1632,2016,1133.607,0.217329558642747,39.7080000000001
"296",1632,2017,1983.831,0.371362509787717,123.156
"297",1633,2010,21.685,0,51.496
"298",1633,2011,26.76,0,0.438999999999997
"299",1633,2012,43.197,0,19.284
"300",1633,2013,53.137,0,-75.342
"301",1633,2014,33.471,0,1.158
"302",1633,2015,40.283,0,14.927
"303",1633,2016,45.721,0,-5.219
"304",1633,2017,16.679,0,11.105
"305",1634,2009,-10.045,0.00863839358477035,1.53
"306",1634,2010,-0.729,0.00190581060477723,0.51
"307",1635,2009,16.191,0.210077830039442,39.147
"308",1635,2010,18.784,0.165735784013126,0.573999999999998
"309",1635,2011,21.65,0.118743691741376,7.312
"310",1635,2012,10.328,0,-37.67
"311",1635,2013,17.439,0,23.012
"312",1659,2008,67.599,0.276404693556484,59.382
"313",1659,2009,52.258,0.248336371089489,64.247
"314",1659,2010,80.849,0.177327747015105,-116.71
"315",1659,2011,125.462,0.1563285879952,-8.82900000000001
"316",1659,2012,111.076,0.202716028564306,117.828
"317",1659,2013,90.692,0.187904322567819,170.867
"318",1659,2014,78.258,0.158605433604038,-194.381
"319",1659,2015,42.624,0.196682549835721,-50.954
"320",1659,2016,27.111,0.199122287266179,-1.12
"321",1661,2008,1263.551,0.392887664499232,-83.518
"322",1661,2009,570.848,0.370209747770954,473.568
"323",1661,2010,484.344,0.381498104720798,-286.067
"324",1661,2011,870.401,0.358098347756452,-239.747
"325",1661,2012,918.168,0.346056604516016,128.95
"326",1661,2013,558.18,0.321904838816985,-126.831
"327",1661,2014,595.419,0.366588405902992,134.85
"328",1678,2008,1036.516,0.168625067389924,1055.627
"329",1678,2009,566.73,0.179797140703369,866.667
"330",1678,2010,5709,0.187472654001151,-1914
"331",1678,2011,8193,0.138633263529999,161
"332",1678,2012,4942,0.203253371091756,-135
"333",1678,2013,4771,0.157778607005532,1746
"334",1686,2008,77.655,0.0159186179607492,0.730000000000018
"335",1686,2009,45.43,0.0159436959764944,33.935
"336",1686,2010,-20.972,0.043520442713639,-22.633
"337",1686,2011,3.816,0.042636036211428,29.936
"338",1686,2012,27.419,0.0592397061565998,-16.377
"339",1686,2013,40.785,0.0366281836078796,-8.629
"340",1686,2014,63.585,0.0337076448762125,24.315
"341",1686,2015,97.393,0.0310294475541494,9.682
"342",1686,2016,122.225,0.083348414213581,-41.095
"343",1690,2009,11740,0,-6612
"344",1690,2010,18385,0,5998
"345",1690,2011,33790,0,-1446
"346",1690,2012,55241,0,931
"347",1690,2013,48999,0.0819323671497584,3513
"348",1690,2014,52503,0.125030732534216,-415
"349",1690,2015,71230,0.192657644786714,7276
"350",1690,2016,59476,0.245354165241882,-636
"351",1690,2017,61344,0.276306288783675,-195
"352",1704,2009,-237.828,0.0210872024033649,164.015
"353",1704,2010,1629.633,0.0187811861912423,285.11
"354",1704,2011,2360,0.140466055840127,4096
"355",1704,2012,1170,0.160799867790448,-4563
"356",1704,2013,835,0.161587644274682,319
"357",1704,2014,1598,0.147791103689085,1291
"358",1704,2015,1692,0.244447347792004,1795
"359",1704,2016,2159,0.215451055662188,-1391
"360",1704,2017,3871,0.273134558937123,1604
"361",1706,2009,120.512,0.255118012842133,-103.891
"362",1706,2010,139.566,0.22653963148616,27.412
"363",1706,2011,197.78,0.255376016018041,-1.25200000000001
"364",1706,2012,236.306,0.198045058613864,26.646
"365",1706,2013,195.845,0.243001096571939,39.712
"366",1706,2014,190.113,0.210029840393477,5.74899999999998
"367",1712,2008,-13.964,0.290149369306951,-2.031
"368",1712,2009,12.309,0.274514571153867,-0.307
"369",1712,2010,5.852,0.2453419505447,5.158
"370",1712,2011,13.664,0.219135356019238,-0.936
"371",1712,2012,17.456,0.130748654216787,2.834
"372",1712,2013,19.97,0.0921505982584727,-1.9
"373",1712,2014,25.482,0.346656669855305,0.89800000000001
"374",1712,2015,36.041,0.317799475292781,10.117
"375",1712,2016,18.707,0.285012957935494,-10.234
"376",1722,2009,2668,0.248472376127909,245
"377",1722,2010,2445,0.227399518194497,-9
"378",1722,2011,2689,0.200127983314768,-431
"379",1722,2012,2046,0.197627126801916,676
"380",1722,2013,2184,0.148838910221247,1407
"381",1722,2014,2959,0.126785835964295,-2022
"382",1722,2015,2010,0.144208979754464,-189
"383",1722,2016,1663,0.170409112625412,-315
"384",1728,2008,40.319,0.0123033764151889,-48.433
"385",1728,2009,36.036,0.0106692615793635,2.694
"386",1728,2010,29.573,0.00960245222232648,39.411
"387",1728,2011,26.122,0.00909205333807186,-21.916
"388",1728,2012,31.575,0.0136373227314625,-14.638
"389",1743,2008,48.524,0.00166204188427828,7.075
"390",1743,2009,-102.048,0.0195228314545751,-61.548
"391",1743,2010,-54.545,0.065808623254982,63.246
"392",1743,2011,9.759,0.0775054026325555,38.717
"393",1743,2012,-12.439,0.150788525823085,-50.593
"394",1743,2013,19.07,0.110923145579686,14.652
"395",1743,2014,67.768,0.113273774367652,51.688
"396",1743,2015,75.17,0.168269447759102,7.93100000000001
"397",1743,2016,36.969,0.186011059609524,-50.693
"398",1773,2008,606.166,0.171949423210787,16.013
"399",1773,2009,378.301,0.179025441469779,672.809
"400",1773,2010,784.269,0.183448365081207,-190.714
"401",1773,2011,952.529,0.196134653104324,-539.545
"402",1773,2012,772.402,0.178279047037059,8.21000000000004
"403",1773,2013,786.15,0.184574545661375,-62.986
"404",1773,2014,880.098,0.166798763885076,-6.42899999999997
"405",1773,2015,893.247,0.182812762777868,-93.1350000000001
"406",1773,2016,932.141,0.189797587926427,280.424
"407",1794,2009,474,0.168307399174341,-517
"408",1794,2010,536,0.120973664883013,75
"409",1794,2011,133,0.289140829862718,310
"410",1794,2012,378,0.259182369849888,-205
"411",1794,2013,1237,0.244788219722038,-179
"412",1794,2014,214,0.269473107478769,1049
"413",1794,2015,477,0.338135930047695,-89
"414",1794,2016,584,0.317005259358564,-63
"415",1794,2017,259,0.300533766535159,-617
"416",1820,2008,4.626,0,5.231
"417",1820,2009,1.963,0,3.177
"418",1820,2010,2.656,0,-6.435
"419",1820,2011,4.597,0,3.983
"420",1820,2012,2.926,0,19.295
"421",1820,2013,1.845,0,-22.658
"422",1820,2014,7.231,0,-0.165
"423",1820,2015,6.043,0,2.589
"424",1820,2016,6.881,0,8.071
"425",1823,2008,23.054,0.138009438829127,0.220000000000001
"426",1823,2009,13.159,0.322793661778912,11.906
"427",1823,2010,24.343,0.255673082021102,7.758
"428",1823,2011,33.321,0.190177524942111,-11.789
"429",1823,2012,32.625,0.141436583973697,-3.542
"430",1823,2013,54.405,0.407758650520792,47.173
"431",1823,2014,101.762,0.325110586061715,-32.359
"432",1860,2011,333.507,0.218911328703359,114.479
"433",1860,2012,319.867,0.28195214151144,-217.131
"434",1860,2013,430.442,0.345403369620914,10.899
"435",1864,2008,-1.245,0.246877825246849,-35.725
"436",1864,2009,13.708,0.310063011483815,8.407
"437",1864,2010,20.655,0.21555032710355,-9.379
"438",1864,2011,23.46,0.282500359548818,-16.006
"439",1864,2012,0.991,0.263807268151876,-5.94
"440",1864,2013,46.305,0.176984490543813,36.076
"441",1864,2014,122.517,0,32.548
"442",1864,2015,31.021,0,-1.932
"443",1864,2016,49.651,0,52.811
"444",1878,2008,440.5,0,1.39999999999998
"445",1878,2009,134.8,0,-81.5
"446",1878,2010,282.2,0,239.1
"447",1878,2011,354.3,0,83.4
"448",1878,2012,349.8,0.173057283446291,453.3
"449",1878,2014,123.8,0.152061540966258,-437.4
"450",1878,2015,1.3,0.269740539952496,-52.3
"451",1878,2016,-419.1,0.310685479669036,-136.6
"452",1891,2009,1830,0.00179475143678728,1386.9
"453",1891,2010,1768.2,0.00158587159651853,-608.4
"454",1891,2011,1824.7,0.00108066113095568,-295.600000000001
"455",1891,2012,1959,0.00113579205270075,199.9
"456",1913,2008,446.8,0.256026641483175,37.7
"457",1913,2009,317.7,0.229711361637483,30.5
"458",1913,2010,455.6,0.187747578146449,-12.6
"459",1913,2011,350.5,0.192209463671647,47
"460",1913,2012,397.7,0.186884218361311,55.8
"461",1913,2013,458.7,0.206524096646857,113.3
"462",1913,2014,495.9,0.218109261043071,-119.7
"463",1913,2015,537.7,0.23371313835063,-36.5000000000001
"464",1913,2016,602.2,0.219747975616413,43.6999999999999
"465",1919,2009,491.18,0.1508839700098,315.109
"466",1919,2010,661.019,0.159807241536075,153.936
"467",1919,2011,1007.155,0.128564951695354,-468.684
"468",1919,2012,957.75,0.125098521164618,370.967
"469",1920,2008,1399.9,0.240451103062232,203.2
"470",1920,2009,1189.6,0.339997365609496,201.3
"471",1920,2010,1234.8,0.371121581975437,-98.0000000000001
"472",1920,2011,1157.6,0.320103425985779,102.4
"473",1920,2012,692.5,0.408438875719607,-58.9
"474",1920,2013,791,0.394513500608413,-20.9
"475",1920,2014,733.8,0.45098966671518,35.9
"476",1920,2015,351.6,0.557906946771491,-195.1
"477",1920,2016,372.1,0.550001462458686,20.1
"478",1951,2009,-6.526,0,6.397
"479",1974,2009,29.558,0.00125159587439572,56.209
"480",1974,2010,24.089,0.000501456091445657,-27.816
"481",1974,2011,26.398,0,-41.393
"482",1974,2012,7.818,0,41.317
"483",1976,2008,2438,0.196695051007504,985
"484",1976,2009,750,0.1573564122738,-402
"485",1981,2008,248.597,0.467929639797908,-24.659
"486",1981,2009,182.637,0.438656145473361,2.17200000000003
"487",1982,2016,40.581,0,-10.797
"488",1982,2016,40.581,0,-10.797
"489",1988,2008,628.5,0.353996891045268,4.10000000000002
"490",1988,2009,660,0.390348781653129,79.1000000000001
"491",1988,2010,753.6,0.394950705140234,-54.6
"492",1988,2011,872.2,0.379499217527387,-6.39999999999998
"493",1988,2012,893.3,0.424851140919929,10.3000000000001
"494",1988,2013,874.2,0.453694467889204,255.9
"495",1988,2014,919.1,0.402694492141065,-224.2
"496",1988,2015,799.9,0.522430193310832,23.1000000000001
"497",1988,2016,911,0.456872565386756,479
"498",2044,2009,733.5,0.0515325604595961,51.7
"499",2044,2010,770.3,0.282799936938357,-27.9000000000001
"500",2044,2011,829,0.231156673704561,-46.9
"501",2044,2012,819.6,0.33955628357382,299.8
"502",2044,2013,678.1,0.278847870504453,171.7
"503",2049,2008,160.744,0.334683352283795,3.37400000000001
"504",2049,2009,71.225,0.256564767490884,-4.46600000000001
"505",2049,2010,86.53,0.251406549192343,-3.83899999999998
"506",2049,2011,127.555,0.231669056107306,50.217
"507",2049,2012,144.832,0.344011225540459,22.846
"508",2049,2013,140.972,0.257266537739096,-15.273
"509",2049,2014,194.498,0.239505083454483,-20.894
"510",2049,2015,190.679,0.236303426119835,42.81
"511",2049,2016,199.692,0.219939378883847,-15.176
"512",2052,2010,6.266,0.289248843004628,3.868
"513",2052,2011,1.331,0.267133780921912,-0.899000000000001
"514",2052,2012,-11.291,0.24558592073258,-1.02
"515",2052,2013,-9.627,0.26533150492713,-0.906000000000001
"516",2055,2008,2109,0.183891395223708,-773
"517",2055,2009,2331,0.233979686057248,1092
"518",2055,2010,4687,0.200828281615749,1389
"519",2055,2011,6824,0.273484166598478,-1221
"520",2055,2012,432,0.294890233069667,-659
"521",2055,2013,-4617,0.349284340952788,344
"522",2055,2014,-106,0.386109389297205,286
"523",2055,2015,798,0.378896153261365,-231
"524",2055,2016,2756,0.313924952501583,-69
"525",2061,2009,10.496,0.00249057709468189,0.0489999999999995
"526",2061,2010,14.736,0.00116350202113495,2.729
"527",2061,2011,12.731,0.24634632131679,-7.881
"528",2061,2012,23.373,0.192124179439602,7.005
"529",2061,2013,20.98,0.156288146914083,5.694
"530",2080,2008,-14.088,0.168801394442736,0.238999999999999
"531",2080,2009,-16.961,0.168090311660323,19.444
"532",2080,2010,-4.199,0.0700193090306461,-12.15
"533",2080,2011,-10.91,0.01731384480271,58.53
"534",2086,2008,2727,0.218630314832846,-409
"535",2086,2009,2983,0.237524490031117,751
"536",2086,2010,3043,0.249985705300475,23
"537",2086,2011,3217,0.258952445865884,253
"538",2086,2012,3133,0.289504659146641,422
"539",2086,2013,3267,0.347326916386408,-519
"540",2086,2014,3099,0.32380290928734,271
"541",2086,2015,735,0.226221692491061,-517
"542",2086,2016,1220,0.178952785282388,615
"543",2101,2009,109.098,0.0988474388628591,-68.628
"544",2101,2010,110.05,0.0841259870782484,147.026
"545",2101,2011,150.763,0,-87.568
"546",2101,2012,172.912,0,-9.828
"547",2111,2009,1695.353,0.181473748966105,564.157
"548",2111,2010,1676.797,0.154951343395615,-184.045
"549",2111,2011,1778.432,0.238215248693534,-37.8919999999998
"550",2111,2012,1571.185,0.348873140344668,489.944
"551",2111,2013,1621,0.30973742694872,226
"552",2111,2014,1654,0.302643207198522,-9
"553",2111,2015,1512,0.451976137211037,-398
"554",2111,2016,2133,0.443601969827249,129
"555",2111,2017,2243,0.5,12644
"556",2124,2008,5.533,0,-8.839
"557",2124,2008,5.533,0,-8.839
"558",2124,2009,-5.596,0,49.259
"559",2124,2009,-5.596,0,49.259
"560",2124,2010,23.931,0,-40.301
"561",2124,2010,23.931,0,-40.301
"562",2124,2011,11.088,0,4.582
"563",2124,2011,11.088,0,4.582
"564",2124,2012,8.442,0,-17.143
"565",2124,2012,8.442,0,-17.143
"566",2124,2013,16.949,0,-9.561
"567",2124,2013,16.949,0,-9.561
"568",2136,2008,18111,0.249392148335574,8629
"569",2136,2009,19480,0.269112127119353,-7773
"570",2136,2010,18616,0.239967273471057,4659
"571",2136,2011,12880,0.23091976516634,6694
